time_s,voltage_V
0.0,0.132
0.002,0.1515
0.004,0.1564
0.006,0.1466
0.008,0.1222
0.01,0.1124
0.012,0.0978
0.014,0.1124
0.016,0.0782
0.018000000000000002,0.088
0.020000000000000004,0.088
0.022000000000000006,0.0587
0.024000000000000007,0.0391
0.02600000000000001,0.0293
0.02800000000000001,0.0391
0.030000000000000013,0.0587
0.032000000000000015,0.088
0.034000000000000016,0.088
0.03600000000000002,0.0782
0.03800000000000002,0.0538
0.04000000000000002,0.0391
0.04200000000000002,0.044
0.044000000000000025,0.0635
0.04600000000000003,0.0782
0.04800000000000003,0.088
0.05000000000000003,0.0831
0.05200000000000003,0.0635
0.054000000000000034,0.0489
0.056000000000000036,0.044
0.05800000000000004,0.0538
0.06000000000000004,0.0733
0.06200000000000004,0.088
0.06400000000000004,0.088
0.06600000000000004,0.0782
0.06800000000000005,0.0538
0.07000000000000005,0.0538
0.07200000000000005,0.0538
0.07400000000000005,0.0733
0.07600000000000005,0.1026
0.07800000000000006,0.1124
0.08000000000000006,0.1075
0.08200000000000006,0.088
0.08400000000000006,0.0684
0.08600000000000006,0.0538
0.08800000000000006,0.0635
0.09000000000000007,0.0635
0.09200000000000007,0.0733
0.09400000000000007,0.0782
0.09600000000000007,0.0635
0.09800000000000007,0.044
0.10000000000000007,0.0391
0.10200000000000008,0.0489
0.10400000000000008,0.0635
0.10600000000000008,0.0831
0.10800000000000008,0.088
0.11000000000000008,0.0929
0.11200000000000009,0.0733
0.11400000000000009,0.044
0.11600000000000009,0.0391
0.11800000000000009,0.0587
0.12000000000000009,0.0733
0.1220000000000001,0.088
0.1240000000000001,0.088
0.12600000000000008,0.0684
0.12800000000000009,0.0489
0.1300000000000001,0.0391
0.1320000000000001,0.0489
0.1340000000000001,0.0538
0.1360000000000001,0.0733
0.1380000000000001,0.0782
0.1400000000000001,0.0684
0.1420000000000001,0.0489
0.1440000000000001,0.0293
0.1460000000000001,0.0293
0.1480000000000001,0.044
0.1500000000000001,0.0782
0.1520000000000001,0.088
0.1540000000000001,0.088
0.1560000000000001,0.0684
0.1580000000000001,0.0489
0.16000000000000011,0.0391
0.16200000000000012,0.0489
0.16400000000000012,0.0684
0.16600000000000012,0.088
0.16800000000000012,0.0929
0.17000000000000012,0.0782
0.17200000000000013,0.0538
0.17400000000000013,0.044
0.17600000000000013,0.044
0.17800000000000013,0.0587
0.18000000000000013,0.0782
0.18200000000000013,0.088
0.18400000000000014,0.0391
0.18600000000000014,0.0244
0.18800000000000014,0.0
0.19000000000000014,0.0
0.19200000000000014,0.0
0.19400000000000014,0.0147
0.19600000000000015,0.0293
0.19800000000000015,0.044
0.20000000000000015,0.0342
0.20200000000000015,0.0098
0.20400000000000015,0.0098
0.20600000000000016,0.0098
0.20800000000000016,0.0391
0.21000000000000016,0.0587
0.21200000000000016,0.0587
0.21400000000000016,0.0489
0.21600000000000016,0.0342
0.21800000000000017,0.0049
0.22000000000000017,0.0
0.22200000000000017,0.0098
0.22400000000000017,0.0244
0.22600000000000017,0.044
0.22800000000000017,0.0538
0.23000000000000018,0.0391
0.23200000000000018,0.0293
0.23400000000000018,0.0196
0.23600000000000018,0.0244
0.23800000000000018,0.0538
0.24000000000000019,0.0733
0.2420000000000002,0.0929
0.2440000000000002,0.0831
0.2460000000000002,0.0635
0.2480000000000002,0.044
0.25000000000000017,0.0391
0.25200000000000017,0.0538
0.25400000000000017,0.0733
0.25600000000000017,0.088
0.2580000000000002,0.088
0.2600000000000002,0.0733
0.2620000000000002,0.0391
0.2640000000000002,0.0293
0.2660000000000002,0.0342
0.2680000000000002,0.0538
0.2700000000000002,0.0733
0.2720000000000002,0.1124
0.2740000000000002,0.1026
0.2760000000000002,0.0929
0.2780000000000002,0.0782
0.2800000000000002,0.0782
0.2820000000000002,0.0782
0.2840000000000002,0.0978
0.2860000000000002,0.1369
0.2880000000000002,0.132
0.2900000000000002,0.1124
0.2920000000000002,0.0929
0.2940000000000002,0.088
0.2960000000000002,0.0733
0.2980000000000002,0.088
0.3000000000000002,0.1075
0.3020000000000002,0.1124
0.3040000000000002,0.1026
0.3060000000000002,0.088
0.3080000000000002,0.0782
0.3100000000000002,0.0782
0.3120000000000002,0.0831
0.3140000000000002,0.0978
0.3160000000000002,0.1173
0.3180000000000002,0.1075
0.32000000000000023,0.088
0.32200000000000023,0.044
0.32400000000000023,0.0391
0.32600000000000023,0.0391
0.32800000000000024,0.0587
0.33000000000000024,0.0538
0.33200000000000024,0.0587
0.33400000000000024,0.0391
0.33600000000000024,0.0244
0.33800000000000024,0.0098
0.34000000000000025,0.0244
0.34200000000000025,0.0391
0.34400000000000025,0.0587
0.34600000000000025,0.0587
0.34800000000000025,0.0538
0.35000000000000026,0.044
0.35200000000000026,0.0244
0.35400000000000026,0.0196
0.35600000000000026,0.0196
0.35800000000000026,0.044
0.36000000000000026,0.044
0.36200000000000027,0.044
0.36400000000000027,0.0342
0.36600000000000027,0.0
0.36800000000000027,0.0
0.3700000000000003,0.0
0.3720000000000003,0.0098
0.3740000000000003,0.0293
0.3760000000000003,0.0244
0.3780000000000003,0.0147
0.3800000000000003,0.0
0.3820000000000003,0.0
0.3840000000000003,0.0
0.3860000000000003,0.0049
0.3880000000000003,0.0293
